,page,country,rev_id,predictions
9601,François Martin (Pondicherry),France,749087123,Stub
9602,Maran Brang Seng,Myanmar,749107415,Start
9603,Abdullahi Mohammad Ahmad Hassan,Sudan,749137159,Start
9604,Xie Jieshi,China,749137623,Start
9605,Adolfo Rodríguez Saá (elder),Argentina,749137688,Stub
9606,Almerindo Jaka Jamba,Angola,749138916,Stub
9607,Mir Bashir Gasimov,Iran,749149262,Start
9608,Nadimul Haque,India,749155897,Stub
9609,Sokhom So,Cambodia,749156496,Stub
9610,Štefan Marko Daxner,Slovakia,749164367,Start
9611,Eduardo Cruz-Coke,Chile,749165941,Start
9612,Volodymyr Bahaziy,Ukraine,749168576,Start
9613,Z.A. Ahmad (Indonesian politician),Indonesia,749179850,Stub
9614,Bernardo Ibáñez,Chile,749183059,C
9615,José Dolores Estrada (President of Nicaragua),Nicaragua,749185335,Stub
9616,Vicente Tosta,Hondura,749185736,Start
9617,İsa Huso,Syria,749205386,Stub
9618,Bente Haukland Næss,Norway,749208683,Stub
9619,Ngô Đình Khả,Vietnam,749211532,Stub
9620,Constant Kusters,Netherlands,749213258,Stub
9621,Erik Carlsson Sjöblad,Sweden,749217195,Start
9622,Gian Marco Centinaio,Italy,749221141,Stub
9623,Phan Quang Đán,Vietnam,749225617,C
9624,José García Belaúnde,Peru,749230015,Start
9625,Liberato Pinto,Portugal,749233438,Stub
9626,Julius Seljamaa,Estonia,749236427,Stub
9627,Jacob Osei Yeboah,Ghana,749237949,Stub
9628,Philippe Vasseur,France,749243463,Stub
9629,Ricardo Rodríguez Saá,Argentina,749246301,Stub
9630,Tamar Fattah Ramadhan Kuchar,Iraq,749250976,Start
9631,Diego Osorio Villegas,Venezuela,749255659,Stub
9632,Luis Alberto Lacalle Pou,Uruguay,749261321,Start
9633,Lujo Tončić-Sorinj,Austria,749264864,Start
9634,David Bloch-Blumenfeld,Israel,749283255,Stub
9635,Camille Gira,Luxembourg,749288361,Stub
9636,Omar Touray,Gambia,749290317,Start
9637,C.K. Tedam,Ghana,749298143,Start
9638,Min Sean,Cambodia,749304614,Stub
9639,Abdessalem Mansour,Tunisia,749306712,Stub
9640,Alexandre Gavard,Switzerland,749307879,Stub
9641,Sher Ali Khan Pataudi,Pakistan,749311673,Start
9642,Jan de Wet,Namibia,749312888,Start
9643,William Dickie,New Zealand,749318494,Start
9644,Tony Coll,New Zealand,749318503,Start
9645,William Bolt,New Zealand,749321355,Stub
9646,William Beehan,New Zealand,749321366,Stub
9647,James Holmes (politician),New Zealand,749321374,Stub
9648,Mahuta Tāwhiao,New Zealand,749322309,Start
9649,Alfred Odhiambo,Kenya,749322828,Stub
9650,Richard Declerck,Belgium,749323058,Stub
9651,Ajaya Kumar Chaurasiya Barai,Nepal,749323690,Stub
9652,Patrice Tonda,Gabon,749324624,Start
9653,Richard Bollard,New Zealand,749325709,Start
9654,Pierre Hélé,Cameroon,749326589,Start
9655,Wanmelbu,Vanuatu,749326717,NotFound
9656,Muhammad Qamrul Islam,Bangladesh,749326759,Stub
9657,A. M. Sahay,India,749326866,Stub
9658,László Gyurovszky,Slovakia,749330646,Stub
9659,Musa Sudi Yalahow,Somalia,749331146,C
9660,James Palmer Campbell,New Zealand,749336387,Stub
9661,Karauria Tiweka Anaru,New Zealand,749336572,Stub
9662,Tom Zenovich,Moldova,749338253,Stub
9663,Y Chhean,Cambodia,749338398,Stub
9664,George Albert Watts,United Kingdom,749341100,Stub
9665,Volodymyr Yaniv,Ukraine,749341477,Start
9666,Lino Isaia,New Zealand,749341533,Stub
9667,Loimata Iupati,New Zealand,749341635,Stub
9668,Tinielu Tuumuli,New Zealand,749341658,Stub
9669,Rigobert Ngouolali,Congo,749345092,C
9670,David Thomas Fleming,New Zealand,749346665,Stub
9671,George Joseph Garland,New Zealand,749347303,Stub
9672,William John Geddis,New Zealand,749347308,Stub
9673,Thengamam Balakrishnan,India,749354148,Stub
9674,Abu Oweis,Libya,749354367,Stub
9675,Amílcar Méndez Urízar,Guatemala,749355271,Stub
9676,Alfredo Rouillon,Argentina,749355326,Stub
9677,Mirwais Sadiq,Afghanistan,749355761,Stub
9678,Manuel de Aróstegui Sáenz de Olamendi,Spain,749356888,Stub
9679,Poa Bun Sreu,Cambodia,749357713,Stub
9680,Ashagre Yigletu,Ethiopia,749359903,C
9681,Abderraouf El Basti,Tunisia,749359904,Stub
9682,Taoufik Baccar,Tunisia,749360791,Stub
9683,Yoichi Kuroda,Japan,749362509,Stub
9684,Abubakar Khamis Bakary,Tanzania,749363493,Stub
9685,Tikela Kemone,Cameroon,749369233,Start
9686,William Morgan (New Zealand politician),New Zealand,749372486,Stub
9687,William McIntyre (New Zealand politician),New Zealand,749372516,Start
9688,Andrew Maginnity,New Zealand,749372533,Stub
9689,Patrick Nerheny,New Zealand,749372543,Stub
9690,Patrick Ayiecho Olweny,Kenya,749372687,Stub
9691,Percy Marunui Murphy,New Zealand,749372959,Stub
9692,Alan McCulloch (politician),New Zealand,749372969,Stub
9693,Rick Houenipwela,Solomon Islands,749374672,Start
9694,Robert Scott (New Zealand politician),New Zealand,749375035,Stub
9695,Alfredo Gómez Urcuyo,Nicaragua,749376448,Stub
9696,Youssouf Sambo Bâ,Burkina Faso,749378709,Stub
9697,Manuel Orallo,Spain,749379214,Stub
9698,Gaspard de Chabrol,France,749382301,Start
9699,Vladimir Šišljagić,Croatia,749384102,Stub
9700,Auguste Xoagus,Namibia,749384677,Stub
9701,Toan Vanthara,Cambodia,749387326,Stub
9702,Mohamed Agrebi,Tunisia,749387503,Stub
9703,Arturo Colombi,Argentina,749388528,Start
9704,Sok Soty,Cambodia,749388858,Stub
9705,Éric Faurot,France,749389032,NotFound
9706,Dama Dramani,Togo,749390397,C
9707,Slim Tleti,Tunisia,749392201,Stub
9708,Ali al-Adeeb,Iraq,749392733,Start
9709,Naceur El Gharbi,Tunisia,749393403,Stub
9710,John Ormsby (negotiator),New Zealand,749394024,Stub
9711,Ismat Abasov,Azerbaijan,749394821,Start
9712,Pal Sam Oeun,Cambodia,749396845,Stub
9713,Damodar Bastakoti,Nepal,749397513,Stub
9714,Alexandre Luba Ntambo,"Congo, Dem. Rep. of",749397818,Stub
9715,Ugyen Wangdi,Bhutan,749399238,Stub
9716,Frédéric Cabrolier,France,749400142,Stub
9717,Shiv Raj Joshi,Nepal,749401183,Stub
9718,Bernadette Lahai,Sierra Leone,749401679,Start
9719,Peter Lorenz,Germany,749401812,Stub
9720,Abdul Karim al-Anizi,Iraq,749401938,Stub
9721,Edward Ogilvie,Australia,749401965,Stub
9722,Benson Mbai Itwiku,Kenya,749402361,Stub
9723,Hiroshi Ismael,Federated States of Micronesia,749403889,Start
9724,James Comrie (politician),Australia,749405235,Stub
9725,James Chisholm (politician),Australia,749405329,Stub
9726,Karl Hood,Grenada,749405391,Stub
9727,Guillermo Moreno García,Dominican Republic,749406364,Start
9728,List of Belgian political scandals,Belgium,749416425,Stub
9729,Mir Humayun Khan Marri,Pakistan,749417187,Stub
9730,Oscar Kashala,"Congo, Dem. Rep. of",749419078,Start
9731,Leó Frankel,Hungary,749421552,Start
9732,Mihkel Pung,Estonia,749425881,Stub
9733,Jaume Serra Serra,Andorra,749433106,Start
9734,Curt Joël,Germany,749435568,C
9735,Henri Rolin,Belgium,749444528,Stub
9736,Shiv Prasad Humagain,Nepal,749467175,Stub
9737,Angelo Geraldini,Italy,749467337,Start
9738,"Politics of Dayton, Ohio",United States,749469278,C
9739,Ngor Sovann,Cambodia,749470256,Stub
9740,Umesh Prasad Giri,Nepal,749472147,Stub
9741,Olsi Baze,Albania,749473060,Stub
9742,Abdou Daouda,Niger,749475623,Stub
9743,Mondher Zenaidi,Tunisia,749477178,Start
9744,Viktor Cherkesov,Russia,749478717,Start
9745,Atsutsè Kokouvi Agbobli,Togo,749481229,Start
9746,Terttu Savola,Finland,749481272,Start
9747,John William Ritchie,Canada,749483611,Stub
9748,Benito Medero,Uruguay,749487024,Start
9749,Athumani S. Janguo,Tanzania,749488069,Stub
9750,Miguel López Perito,Paraguay,749489092,Stub
9751,Damber Dhoj Tumbahamphe,Nepal,749490701,Stub
9752,Boureima Badini,Burkina Faso,749494080,Start
9753,Elsie Curtin,Australia,749494667,Stub
9754,Rugare Gumbo,Zimbabwe,749496266,Start
9755,Nkoidilla Lankas,Kenya,749497889,Stub
9756,Fathi Tawfiq Abdulrahim,Yemen,749499865,Stub
9757,Isabel Allende Karam,Cuba,749500227,Start
9758,Dalmas Otieno,Kenya,749503310,Stub
9759,Zhou Rongxin,China,749509850,Stub
9760,Riddell Akua,Nauru,749510128,Start
9761,Indra Bahadur Khatri,Nepal,749510545,Stub
9762,Kea Sahorn,Cambodia,749510551,Stub
9763,Sékou Ba,Burkina Faso,749512827,Start
9764,Viktoria Ladõnskaja,Estonia,749514869,Stub
9765,Oscar Medelius,Peru,749516267,Start
9766,Suos Kanan,Cambodia,749517390,Stub
9767,Muhammad Abdul Mannan,Bangladesh,749518728,Stub
9768,Mohamed Abdoulkader Mohamed,Djibouti,749520016,Start
9769,Asim Ahmed,Maldives,749525793,Stub
9770,As'ad Adib Bayudh,Lebanon,749529258,Stub
9771,Alexander Bozhkov,Bulgaria,749531032,Stub
9772,Paulin Obame-Nguema,Gabon,749532215,Start
9773,Im Chhun Lim,Cambodia,749537624,Stub
9774,Tram Iv Teuk,Cambodia,749537772,Stub
9775,Ben Knapen,Netherlands,749539063,Stub
9776,Vladimir Yastrebchak,Moldova,749541826,Stub
9777,Atanas Keya,Kenya,749545540,Stub
9778,Bruno Subtil,France,749546552,NotFound
9779,David Were,Kenya,749550481,Stub
9780,Héctor Gutiérrez Ruiz,Uruguay,749551531,Start
9781,Mickey Hennessy,Canada,749552058,Start
9782,Antonio Carattoni,San Marino,749552800,Stub
9783,Jacques Colombier,France,749556029,Stub
9784,Wacław Krzeptowski,Poland,749556357,Start
9785,Mladen Milovanović,Serbia,749557345,Start
9786,Abraham Borch,Norway,749557447,Stub
9787,Arnold Tjihuiko,Namibia,749557521,Stub
9788,Asaeli Masilaca,Fiji,749559815,Stub
9789,Krishna Kishor Ghimire,Nepal,749561118,Stub
9790,Hem Khorn,Cambodia,749561164,Stub
9791,Mohammed Ali al-Hasani,Iraq,749561240,Stub
9792,Prosper Vokouma,Burkina Faso,749561882,Start
9793,Sorina-Luminița Plăcintă,Romania,749565499,C
9794,Mohammad Asghar Afridi,Pakistan,749565836,Stub
9795,Benedict Fodo Gunda,Kenya,749567086,Stub
9796,Arthur Jeffreys,Australia,749569506,Stub
9797,Um Nhanh,Cambodia,749569686,Stub
9798,Poa Try,Cambodia,749570183,Stub
9799,James C. Archer,Australia,749572014,Stub
9800,James Bettington,Australia,749572200,Stub
9801,James Blanksby,Australia,749572204,Stub
9802,James Bowman (surgeon),Australia,749572220,Stub
9803,James Buchanan (New South Wales politician),Australia,749572230,Stub
9804,Leonard Darlot,Australia,749573193,Stub
9805,Leslie Claude Hunkin,Australia,749573344,Stub
9806,Alois Rašín,Czech Republic,749575931,Start
9807,Franz Spina,Germany,749576930,Stub
9808,Stephen Stanley Parker,Australia,749580424,Start
9809,William Halliday (politician),Australia,749581346,Stub
9810,William Hardy (Australian politician),Australia,749581347,Stub
9811,William Hellyer,Australia,749581402,Stub
9812,William Innes (politician),Australia,749581492,Stub
9813,William Jarvis (Australian politician),Australia,749581506,Stub
9814,Ethel Bruce,Australia,749582025,Stub
9815,Ernest Freeland,Australia,749582139,Stub
9816,John Godfree,Australia,749582511,Stub
9817,John Gough Waller,Australia,749582600,Stub
9818,John Holden (Australian politician),Australia,749582816,Stub
9819,Mary Jane Warnes,Australia,749583234,Start
9820,Oscar Duhst,Australia,749585062,Stub
9821,Arthur Hugh Inkster,Australia,749585302,Stub
9822,Juan Pereda,Bolivia,749588625,Start
9823,John Stuart Penton Lumley,United Kingdom,749588884,Stub
9824,William Day (Australian politician),Australia,749589982,Stub
9825,William Faithfull,Australia,749590032,Stub
9826,William Foster (New South Wales politician),Australia,749590053,Stub
9827,William George Leeder,Australia,749590069,Stub
9828,William George Pennington,Australia,749590075,Stub
9829,Bill Shepherd (politician),New Zealand,749591358,Stub
9830,Edward Walter,New Zealand,749591418,Stub
9831,List of governors of Jowzjan,Afghanistan,749593657,Stub
9832,Daisy Torres,Nicaragua,749594491,Stub
9833,Maung Maung Soe,Myanmar,749604419,Stub
9834,Ko Lay,Myanmar,749604608,Stub
9835,Reginald Palmer,Grenada,749610119,Stub
9836,Carl Gustaf Nordin,Sweden,749611496,Start
9837,Carl Marshall,Jamaica,749617018,Stub
9838,Nguyễn Hồng Quang,Vietnam,749626797,Start
9839,Valentín Alsina,Argentina,749630609,Start
9840,Carlos Aboim Inglez,Portugal,749642064,Stub
9841,Carlos Eddé,Lebanon,749655408,Stub
9842,Carlos Freile Larrea,Ecuador,749658524,Stub
9843,Aníbal Delgado Fiallos,Hondura,749663646,Start
9844,Oumarou Sidikou,Niger,749664506,Start
9845,Carlos Lorca,Chile,749665954,Start
9846,Hama Arba Diallo,Burkina Faso,749666208,Start
9847,Carlos Mancheno Cajas,Ecuador,749667101,Stub
9848,Rhidya Ram Thani,Nepal,749673540,Stub
9849,Peter Lauritzen,Denmark,749675026,Stub
9850,Carlos Romero (politician),Bolivia,749680936,Stub
9851,Carlos Sanz de Santamaría,Colombia,749683168,Start
9852,Yim Chhaily,Cambodia,749683882,Stub
9853,Ania Pieroni,Italy,749684404,Start
9854,Milanko Renovica,Bosnia-Herzegovina,749684753,Stub
9855,Carlos Sylvestre Begnis,Argentina,749685112,Start
9856,Yéro Boly,Burkina Faso,749694144,Start
9857,Toribio Aguilera,Hondura,749695259,Stub
9858,Antonio Machaca,Bolivia,749696375,Stub
9859,Willie Bongmatur Maldo,Vanuatu,749697538,Stub
9860,Thierry Gourlot,France,749699147,NotFound
9861,Omar Barboza,Venezuela,749701596,Stub
9862,Rafiq Belhaj Kacem,Tunisia,749701808,Stub
9863,Francisco Rivas Almada,Paraguay,749704020,Stub
9864,Ith Prang,Cambodia,749704384,Stub
9865,Jean-Marc de Lacoste-Lareymondie,France,749705073,NotFound
9866,Carme Figueras,Spain,749706707,Stub
9867,Abd al-Nasir al-Janabi,Iraq,749709150,Stub
9868,Carmel Maher,Australia,749709340,Stub
9869,Shaea Muhssin,Yemen,749709703,Stub
9870,Try Chheang Huot,Cambodia,749710492,Stub
9871,Uma Kanta Chaudhari,Nepal,749717139,Stub
9872,Benjamín Miguel Harb,Bolivia,749723780,Start
9873,Thomas Sanon,Burkina Faso,749724784,Start
9874,Aleta Baun,Indonesia,749724993,Start
9875,Carlos Eduardo Medellín Becerra,Colombia,749735303,Start
9876,Nguyễn Tiến Trung,Vietnam,749735486,C
9877,René Jadfard,French Guiana,749748234,Start
9878,José António Rondão Almeida,Portugal,749762606,Stub
9879,First Lady of Ivory Coast,Ivorian,749766207,Stub
9880,Justynian Szczytt (1740–1824),Poland,749768242,Start
9881,Richard Hawke,New Zealand,749772130,Stub
9882,Edwin Dixon,New Zealand,749772746,Stub
9883,Adolphe Low,Germany,749773420,Stub
9884,"Adam, Count of Schwarzenberg",Germany,749776480,C
9885,Henry Ernest of Stolberg-Wernigerode,Germany,749777527,Start
9886,"John Smith (New South Wales politician, born 1811)",Australia,749779877,Stub
9887,John Wallace (Australian politician),Australia,749780196,Stub
9888,Júlíus Vífill Ingvarsson,Iceland,749801996,Start
9889,Jaime Paz Zamora,Bolivia,749805249,C
9890,Zigmas Vaišvila,Lithuania,749805264,Stub
9891,Muhiddin Kabiri,Tajikistan,749815198,Start
9892,Monise Laafai,Tuvalu,749817348,Start
9893,Marllely Vásconez,Ecuador,749821947,Stub
9894,Ilija Šumenković,Serbia,749824627,Start
9895,Giacomo Natoli,Italy,749827616,Stub
9896,Sulejman Vokshi,Albania,749828657,Start
9897,Ahmet Koronica,Albania,749829018,Start
9898,Werner Rackwitz,Germany,749836087,Stub
9899,Biren Sikder,Bangladesh,749860902,Stub
9900,Saqr bin Zayed Al Nahyan,United Arab Emirates,749875818,Stub
9901,Guy Razanamasy,Madagascar,749886771,Start
9902,Zahid Ahsan Russell,Bangladesh,749893117,Stub
9903,Kazi Nabil Ahmed,Bangladesh,749896299,Stub
9904,Mustafa Rashidhi Dara,Bangladesh,749897804,Stub
9905,Shamsul Haque Chowdhury,Bangladesh,749898523,Stub
9906,Ana María Solórzano,Peru,749903517,Start
9907,Emile Saint-Lot,Haiti,749904465,Stub
9908,María Teresa Obregón Zamora,Costa Rica,749906649,C
9909,Anthony Eskenzi,United Kingdom,749917242,Stub
9910,Peter Estlin,United Kingdom,749917398,Stub
9911,William Bantom,South Africa,749925970,Stub
9912,Luis Fishman Zonzinski,Costa Rica,749929624,Stub
9913,Aananda Pokharel,Nepal,749931170,Stub
9914,Mounir Jaidane,Tunisia,749944734,Stub
9915,Wacław Kostek-Biernacki,Poland,749944764,C
9916,Suk Sam Eng,Cambodia,749945690,Stub
9917,Bedřich Reicin,Czech Republic,749945936,Start
9918,Abdallah Farhat,Tunisia,749946981,Stub
9919,Puskar Nath Ojha,Nepal,749948624,Stub
9920,William S. Flynn,Ireland,749949112,B
9921,Ahmed Eyadh Ouederni,Tunisia,749949923,Stub
9922,Mohamouda Ahmed Gaas,Ethiopia,749951358,Start
9923,Ghulam Dastagir Azad,Afghanistan,749952986,Stub
9924,Gyanu K.C.,Nepal,749953370,Stub
9925,Vijay Singh (politician),Fiji,749954361,Stub
9926,Ruben Hovsepyan,Armenia,749956777,Stub
9927,Vicente Merino,Chile,749957308,Stub
9928,Mahendra Kumar Roy,Nepal,749957851,Stub
9929,Ariel Davrieux,Uruguay,749958647,Stub
9930,Yusuf Ahmed Hagar Dabageed,Somalia,749960094,Start
9931,Maurice Vaussard,France,749960466,Start
9932,Alfred Sambu,Kenya,749960863,Stub
9933,Yury Morozov,South Ossetian,749962491,Start
9934,Nim Thot,Cambodia,749967879,Stub
9935,Benjamin Jomo Washiali,Kenya,749968927,Stub
9936,Margot Wikström,Sweden,749969014,Stub
9937,Damber Singh Sambahamphe,Nepal,749969158,Stub
9938,Ngin Khorn,Cambodia,749970189,Stub
9939,Alick Osborne,Australia,749971896,Stub
9940,Allan Robertson (politician),Australia,749971932,Stub
9941,Humberto Blasco,Paraguay,749972009,Stub
9942,Augustine Geve,Solomon Islands,749972445,Start
9943,John Hughes (New South Wales politician),Australia,749972516,Stub
9944,John Kinchela,Australia,749972561,Stub
9945,John Lamb (Australian politician),Australia,749972569,Stub
9946,John MacFarlane (New South Wales politician),Australia,749972810,Stub
9947,John Marquis Hopkins,Australia,749972926,Stub
9948,John Meagher (Australian politician),Australia,749972982,Stub
9949,John McNamara (Australian politician),Australia,749973022,Stub
9950,Antonio José Cañas,Salvadoran,749973666,Start
9951,Muga Lal Mahato,Nepal,749974899,Stub
9952,José Atilio Benítez Parada,Salvadoran,749976455,Stub
9953,Sorn Inthor,Cambodia,749977252,Stub
9954,Patrick Karegeya,Rwanda,749977994,Start
9955,Samir Labidi,Tunisia,749978136,Stub
9956,Béla Jurcsek,Hungary,749985568,Start
9957,Manuel Jiménez de Parga,Spain,749998773,Stub
9958,John McDowell (Pennsylvania),United States,750025676,Stub
9959,Aleksandr Potapov,Russia,750040899,Stub
9960,Bibya Chihi,Tunisia,750054908,Stub
9961,You Hockry,Cambodia,750055098,Stub
9962,Ousmane Issoufi Maïga,Mali,750055948,Start
9963,Sabitri Bogati (Pathak),Nepal,750056336,Stub
9964,Zarifou Ayéva,Togo,750056495,C
9965,Ayad al-Samarrai,Iraq,750058961,Start
9966,Dionisio Cornelio Borda,Paraguay,750059021,Stub
9967,Jeff Rose,Canada,750062937,Start
9968,Zita Loseva,Lithuania,750063120,Stub
9969,Hafeni Ndemula,Namibia,750064392,Stub
9970,Slaheddine Malouche,Tunisia,750065746,Stub
9971,Hans Christian Steffensen,Denmark,750067002,Start
9972,Alfred Khang'ati,Kenya,750067436,Stub
9973,Ram Bahadur Bista,Nepal,750067498,Stub
9974,"List of members of the Løgting, 1988–90",Faroese,750074079,Start
9975,Samrith Pech,Cambodia,750074445,Stub
9976,Evans Akula,Kenya,750076200,Stub
9977,Un Neung,Cambodia,750077042,Stub
9978,Bechir Tekkari,Tunisia,750077124,Stub
9979,Zouheir M'Dhaffar,Tunisia,750077256,Stub
9980,Mohamed Naceur Ammar,Tunisia,750078946,Stub
9981,Ram Nath Adhikari,Nepal,750079557,Stub
9982,Barnabas Muturi Mwangi,Kenya,750079661,Stub
9983,Phandu Skelemani,Botswana,750099898,Start
9984,Éric Bocquet,France,750112385,Start
9985,Frederick Gray (politician),Australia,750128512,Stub
9986,Francis Oakes,Australia,750128666,Stub
9987,Francis Lord,Australia,750128718,Stub
9988,Francis Jettner,Australia,750128774,Stub
9989,Frederick Birrell,Australia,750128975,Stub
9990,Logan Howlett,Australia,750129451,Stub
9991,Lyall Hall,Australia,750129610,Start
9992,Nelson Lawson,Australia,750130485,Stub
9993,Thomas Livingstone Learmonth,Australia,750135312,Start
9994,Thomas Thompson (Australian politician),Australia,750135498,Stub
9995,Charles Assalé,Cameroon,750135777,Stub
9996,Alfred Hensman,Australia,750136612,Stub
9997,Alfred Denison,Australia,750136649,Stub
9998,Cemal Metin Bulutoğluları,Cyprus,750137115,Stub
9999,List of Australian politicians,Australia,750137322,Stub
10000,Mohamed Ouzzine,Morocco,750138485,Stub
10001,Mick Michael,Australia,750140065,Stub
10002,Michael Moore (judge),Australia,750140120,Stub
10003,Carlos Salazar (Argentine politician),Argentina,750140319,Stub
10004,Rowland Broadhurst Hill,Australia,750140832,Stub
10005,Robert Lethbridge (politician),Australia,750141017,Stub
10006,Robert Sparkes,Australia,750141154,Stub
10007,Robert Macleod,Australia,750141347,Stub
10008,Robert Weddell,Australia,750141555,Stub
10009,Roger Chalk,Australia,750141582,Stub
10010,Thomas Cadell (politician),Australia,750142271,Stub
